instance n m beta time alpha nsolved ubi lbColor ub lb vs timelim memlim
weee-700-12-075-3 700 12 0.75 45.8584980964661 0.01 1 0.805744608327601 0.805744608327601 0.805744608327601 0.805744608327601 0.805744608327602 0 0
weee-700-12-075-3 700 12 0.75 416.558583021164 0.001 1 0.805744608327601 0.805744608327601 0.805744608327601 0.805744608327601 0.805744608327602 0 0
weee-700-12-100-3 700 12 1 53.0058739185333 0.05 1 0.805744608327601 0.805744608327601 0.805744608327601 0.805744608327601 0.805744608327602 0 0
weee-700-12-100-3 700 12 1 76.7823948860168 0.01 1 0.805744608327601 0.805744608327601 0.805744608327601 0.805744608327601 0.805744608327602 0 0
weee-700-12-100-3 700 12 1 2237.1930770874 0.001 1 0.805744608327601 0.805744608327601 0.805744608327601 0.805744608327601 0.805744608327602 0 0
weee-700-14-025-3 700 14 0.25 37.1135630607605 0.05 1 0.886834215059388 0.886834215059388 0.886834215059388 0.886834215059388 0.886843639713337 0 0
weee-700-14-025-3 700 14 0.25 40.8821649551392 0.01 1 0.886834215059388 0.886834215059388 0.886834215059388 0.886834215059388 0.886843639713337 0 0
weee-700-14-025-3 700 14 0.25 1623.35285496712 0.001 1 0.886834215059388 0.886834215059388 0.886834215059388 0.886834215059388 0.886843639713337 0 0
weee-700-14-050-3 700 14 0.5 47.1142418384552 0.05 1 0.886834215059388 0.886834215059388 0.886834215059388 0.886834215059388 0.886843639713337 0 0
weee-700-14-050-3 700 14 0.5 42.7029111385345 0.01 1 0.886834215059388 0.886834215059388 0.886834215059388 0.886834215059388 0.886843639713337 0 0
weee-700-14-050-3 700 14 0.5 1479.67214393616 0.001 1 0.886834215059388 0.886834215059388 0.886834215059388 0.886834215059388 0.886843639713337 0 0
weee-700-14-075-3 700 14 0.75 42.147922039032 0.05 1 0.886834215059388 0.886834215059388 0.886834215059388 0.886834215059388 0.886843639713337 0 0
weee-700-14-075-3 700 14 0.75 46.2328598499298 0.01 1 0.886834215059388 0.886834215059388 0.886834215059388 0.886834215059388 0.886843639713337 0 0
weee-700-14-075-3 700 14 0.75 877.369264125824 0.001 1 0.886834215059388 0.886834215059388 0.886834215059388 0.886834215059388 0.886843639713337 0 0
weee-700-14-100-3 700 14 1 52.5643439292908 0.05 1 0.886834215059388 0.886834215059388 0.886834215059388 0.886834215059388 0.886843639713337 0 0
weee-700-14-100-3 700 14 1 57.2135729789734 0.01 1 0.886834215059388 0.886834215059388 0.886834215059388 0.886834215059388 0.886843639713337 0 0
weee-700-14-100-3 700 14 1 3618.06102204323 0.001 1 0.886834215059388 0.886834215059388 0.886531562100301 0.886531562100301 NA 1 0
weee-700-16-025-3 700 16 0.25 291.953413009644 0.05 1 1.0275892732994 1.0275892732994 1.0275892732994 1.0275892732994 1.02758927329941 0 0
weee-700-16-025-3 700 16 0.25 318.92062997818 0.01 1 1.0275892732994 1.0275892732994 1.0275892732994 1.0275892732994 1.02758927329941 0 0
weee-700-16-025-3 700 16 0.25 3623.24800896645 0.001 1 1.0275892732994 1.0275892732994 1.02747218809075 1.02747218809075 NA 1 0
weee-700-16-050-3 700 16 0.5 196.841210126877 0.05 1 1.0275892732994 1.0275892732994 1.0275892732994 1.0275892732994 1.02758927329941 0 0
weee-700-16-050-3 700 16 0.5 732.691895008087 0.01 1 1.0275892732994 1.0275892732994 1.0275892732994 1.0275892732994 1.02758927329941 0 0
weee-700-16-050-3 700 16 0.5 3622.65616393089 0.001 1 1.0275892732994 1.0275892732994 1.02747218809075 1.02747218809075 NA 1 0
weee-700-16-075-3 700 16 0.75 164.537973880768 0.05 1 1.0275892732994 1.0275892732994 1.0275892732994 1.0275892732994 1.02758927329941 0 0
weee-700-16-075-3 700 16 0.75 769.588954925537 0.01 1 1.0275892732994 1.0275892732994 1.0275892732994 1.0275892732994 1.02758927329941 0 0
weee-700-16-075-3 700 16 0.75 3622.62475204468 0.001 1 1.0275892732994 1.0275892732994 1.02747218809075 1.02747218809075 NA 1 0
weee-700-16-100-3 700 16 1 2994.20059895515 0.05 1 1.0275892732994 1.0275892732994 1.0275892732994 1.0275892732994 1.02758927329941 0 0
weee-700-16-100-3 700 16 1 1014.34862995148 0.01 1 1.0275892732994 1.0275892732994 1.0275892732994 1.0275892732994 1.02758927329941 0 0
weee-700-16-100-3 700 16 1 3621.96163797379 0.001 1 1.0275892732994 1.0275892732994 1.02747218809075 1.02747218809075 NA 1 0
study-100-4-000-3 100 4 0 10.2461709976196 0.001 1 31 30 31 30 30 0 0
study-100-4-010-3 100 4 0.1 9.98881411552429 0.001 1 31 30 31 30 30 0 0
study-100-5-000-3 100 5 0 59.8653538227081 0.001 1 32 31 32 31 31 0 0
study-100-5-010-3 100 5 0.1 507.837857961655 0.001 1 32 31 32 31 31 0 0
study-200-4-000-3 200 4 0 12.7473771572113 0.001 1 29 29 29 29 29 0 0
study-200-4-010-3 200 4 0.1 12.8304100036621 0.001 1 29 29 29 29 29 0 0
study-200-6-000-3 200 6 0 96.8707411289215 0.001 1 31 31 31 31 31 0 0
study-200-6-010-3 200 6 0.1 166.13636803627 0.001 1 31 31 31 31 31 0 0
study-200-8-000-3 200 8 0 3604.15006113052 0.001 0 35 32 35 32 NA 1 0
study-200-8-010-3 200 8 0.1 3604.12816500664 0.001 0 35 32 35 32 NA 1 0
study-300-5-000-3 300 5 0 87.1690530776978 0.001 1 29 29 29 29 29 0 0
study-300-5-010-3 300 5 0.1 77.6796350479126 0.001 1 29 29 29 29 29 0 0
study-300-7-000-3 300 7 0 3605.28239393234 0.001 0 33 30 33 30 NA 1 0
study-300-7-010-3 300 7 0.1 3605.04822492599 0.001 0 33 30 33 30 NA 1 0
weee-200-4-025-4 200 4 0.25 7.59410715103149 0.05 1 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495562 0 0
weee-200-4-025-4 200 4 0.25 7.1139349937439 0.01 1 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495562 0 0
weee-200-4-025-4 200 4 0.25 7.09868907928467 0.001 1 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495562 0 0
weee-200-4-050-4 200 4 0.5 7.05747580528259 0.05 1 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495562 0 0
weee-200-4-050-4 200 4 0.5 7.28855204582214 0.01 1 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495562 0 0
weee-200-4-050-4 200 4 0.5 6.99120807647705 0.001 1 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495562 0 0
weee-200-4-075-4 200 4 0.75 7.15916299819946 0.05 1 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495562 0 0
weee-200-4-075-4 200 4 0.75 7.10909700393677 0.01 1 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495562 0 0
weee-200-4-075-4 200 4 0.75 7.13994812965393 0.001 1 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495562 0 0
weee-200-4-100-4 200 4 1 7.09268403053284 0.05 1 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495562 0 0
weee-200-4-100-4 200 4 1 6.90319418907166 0.01 1 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495562 0 0
weee-200-4-100-4 200 4 1 6.99563694000244 0.001 1 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495561 0.440157619495562 0 0
weee-200-6-025-4 200 6 0.25 7.29989194869995 0.05 1 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256018 0 0
weee-200-6-025-4 200 6 0.25 7.68453311920166 0.01 1 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256018 0 0
weee-200-6-025-4 200 6 0.25 9.24393200874329 0.001 1 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256018 0 0
weee-200-6-050-4 200 6 0.5 7.39275979995728 0.05 1 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256018 0 0
weee-200-6-050-4 200 6 0.5 7.46974682807922 0.01 1 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256018 0 0
weee-200-6-050-4 200 6 0.5 13.853572845459 0.001 1 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256018 0 0
weee-200-6-075-4 200 6 0.75 7.50054287910461 0.05 1 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256018 0 0
weee-200-6-075-4 200 6 0.75 7.68769788742065 0.01 1 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256018 0 0
weee-200-6-075-4 200 6 0.75 12.3758299350739 0.001 1 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256018 0 0
weee-200-6-100-4 200 6 1 7.52141404151917 0.05 1 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256018 0 0
weee-200-6-100-4 200 6 1 7.84131097793579 0.01 1 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256018 0 0
weee-200-6-100-4 200 6 1 14.671000957489 0.001 1 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256016 0.795411159256018 0 0
weee-200-8-025-4 200 8 0.25 7.88490104675293 0.05 1 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 0 0
weee-200-8-025-4 200 8 0.25 9.38906598091125 0.01 1 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 0 0
weee-200-8-025-4 200 8 0.25 54.7832541465759 0.001 1 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 0 0
weee-200-8-050-4 200 8 0.5 8.78756809234619 0.05 1 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 0 0
weee-200-8-050-4 200 8 0.5 9.34358096122742 0.01 1 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 0 0
weee-200-8-050-4 200 8 0.5 35.6455459594727 0.001 1 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 0 0
weee-200-8-075-4 200 8 0.75 10.3171200752258 0.05 1 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 0 0
weee-200-8-075-4 200 8 0.75 13.6368229389191 0.01 1 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 0 0
weee-200-8-075-4 200 8 0.75 173.942547082901 0.001 1 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 1.24500544135357 0 0
weee-300-5-025-4 300 5 0.25 8.69100713729858 0.05 1 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0 0
weee-300-5-025-4 300 5 0.25 8.72811412811279 0.01 1 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0 0
weee-300-5-025-4 300 5 0.25 8.77347493171692 0.001 1 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0 0
weee-300-5-050-4 300 5 0.5 9.13855290412903 0.05 1 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0 0
weee-300-5-050-4 300 5 0.5 8.78555607795715 0.01 1 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0 0
weee-300-5-050-4 300 5 0.5 8.76143884658813 0.001 1 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0 0
weee-300-5-075-4 300 5 0.75 8.85021781921387 0.05 1 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0 0
weee-300-5-075-4 300 5 0.75 8.78160309791565 0.01 1 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0 0
weee-300-5-075-4 300 5 0.75 8.98461508750916 0.001 1 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0.499786163573983 0 0
weee-300-5-100-4 300 5 1 158.487282991409 0.05 63 0.499786163573983 0.499786163573983 0.447949006472835 0.447949006472835 0.447949006472836 0 0
weee-300-5-100-4 300 5 1 162.702435016632 0.01 63 0.499786163573983 0.499786163573983 0.447949006472835 0.447949006472835 0.447949006472836 0 0
weee-300-5-100-4 300 5 1 154.586066007614 0.001 63 0.499786163573983 0.499786163573983 0.447949006472835 0.447949006472835 0.447949006472836 0 0
weee-300-7-025-4 300 7 0.25 8.7444589138031 0.05 1 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0 0
weee-300-7-025-4 300 7 0.25 8.4595799446106 0.01 1 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0 0
weee-300-7-025-4 300 7 0.25 10.7439579963684 0.001 1 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0 0
weee-300-7-050-4 300 7 0.5 8.50621199607849 0.05 1 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0 0
weee-300-7-050-4 300 7 0.5 8.67579889297485 0.01 1 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0 0
weee-300-7-050-4 300 7 0.5 14.8372039794922 0.001 1 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0 0
weee-300-7-075-4 300 7 0.75 8.56474018096924 0.05 1 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0 0
weee-300-7-075-4 300 7 0.75 8.64507102966309 0.01 1 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0 0
weee-300-7-075-4 300 7 0.75 8.79129719734192 0.001 1 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0 0
weee-300-7-100-4 300 7 1 8.52765703201294 0.05 1 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0 0
weee-300-7-100-4 300 7 1 8.71487498283386 0.01 1 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0 0
weee-300-7-100-4 300 7 1 10.5996987819672 0.001 1 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0.63982491386316 0 0
weee-300-9-025-4 300 9 0.25 9.66143298149109 0.05 1 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 0 0
weee-300-9-025-4 300 9 0.25 9.43858599662781 0.01 1 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 0 0
weee-300-9-025-4 300 9 0.25 63.2021188735962 0.001 1 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 0 0
weee-300-9-050-4 300 9 0.5 9.4045238494873 0.05 1 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 0 0
weee-300-9-050-4 300 9 0.5 9.78116297721863 0.01 1 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 0 0
weee-300-9-050-4 300 9 0.5 104.035642147064 0.001 1 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 0 0
weee-300-9-075-4 300 9 0.75 9.78929805755615 0.05 1 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 0 0
weee-300-9-075-4 300 9 0.75 10.7434620857239 0.01 1 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 0 0
weee-300-9-075-4 300 9 0.75 135.433902025223 0.001 1 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 0 0
weee-300-9-100-4 300 9 1 9.80371999740601 0.05 1 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 0 0
weee-300-9-100-4 300 9 1 11.2056088447571 0.01 1 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 0 0
weee-300-9-100-4 300 9 1 542.717476844788 0.001 1 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 1.03207685682802 0 0
weee-400-11-025-4 400 11 0.25 17.9577429294586 0.05 1 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393667 0 0
weee-400-11-025-4 400 11 0.25 25.8888239860535 0.01 1 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393665 0 0
weee-400-11-025-4 400 11 0.25 120.77606511116 0.001 1 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393667 0 0
weee-400-11-050-4 400 11 0.5 18.7256600856781 0.05 1 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393665 0 0
weee-400-11-050-4 400 11 0.5 16.4681849479675 0.01 1 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393667 0 0
weee-400-11-050-4 400 11 0.5 84.7844460010529 0.001 1 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393667 0 0
weee-400-11-075-4 400 11 0.75 18.5234858989716 0.05 1 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393667 0 0
weee-400-11-075-4 400 11 0.75 23.1886239051819 0.01 1 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393667 0 0
weee-400-11-075-4 400 11 0.75 333.78169798851 0.001 1 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393667 0 0
weee-400-11-100-4 400 11 1 16.0739991664886 0.05 1 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393667 0 0
weee-400-11-100-4 400 11 1 25.9559359550476 0.01 1 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393666 0.935663335393667 0 0
weee-400-11-100-4 400 11 1 3604.50675916672 0.001 330 0.935663335393666 0.935663335393666 0.857723123740989 0.857723123740989 NA 1 0
weee-400-7-025-4 400 7 0.25 9.97767210006714 0.05 1 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0 0
weee-400-7-025-4 400 7 0.25 10.1670300960541 0.01 1 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0 0
weee-400-7-025-4 400 7 0.25 10.6826939582825 0.001 1 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0 0
weee-400-7-050-4 400 7 0.5 10.1280281543732 0.05 1 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0 0
weee-400-7-050-4 400 7 0.5 10.2138981819153 0.01 1 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0 0
weee-400-7-050-4 400 7 0.5 10.2604010105133 0.001 1 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0 0
weee-400-7-075-4 400 7 0.75 10.2229969501495 0.05 1 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0 0
weee-400-7-075-4 400 7 0.75 10.1289060115814 0.01 1 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0 0
weee-400-7-075-4 400 7 0.75 10.4976270198822 0.001 1 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0 0
weee-400-7-100-4 400 7 1 10.1436641216278 0.05 1 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0 0
weee-400-7-100-4 400 7 1 9.83035898208618 0.01 1 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0 0
weee-400-7-100-4 400 7 1 10.4696040153503 0.001 1 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0.41474965046881 0 0
weee-400-9-025-4 400 9 0.25 11.4844269752502 0.05 1 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656896 0 0
weee-400-9-025-4 400 9 0.25 11.6774890422821 0.01 1 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656896 0 0
weee-400-9-025-4 400 9 0.25 47.8377568721771 0.001 1 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656896 0 0
weee-400-9-050-4 400 9 0.5 11.2475650310516 0.05 1 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656896 0 0
weee-400-9-050-4 400 9 0.5 11.1299440860748 0.01 1 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656896 0 0
weee-400-9-050-4 400 9 0.5 59.628928899765 0.001 1 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656896 0 0
weee-400-9-075-4 400 9 0.75 11.3476319313049 0.05 1 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656896 0 0
weee-400-9-075-4 400 9 0.75 11.4355170726776 0.01 1 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656896 0 0
weee-400-9-075-4 400 9 0.75 12.2263400554657 0.001 1 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656896 0 0
weee-400-9-100-4 400 9 1 11.3538031578064 0.05 1 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656896 0 0
weee-400-9-100-4 400 9 1 11.5406830310822 0.01 1 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656896 0 0
weee-400-9-100-4 400 9 1 73.1603178977966 0.001 1 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656897 0.864813469656896 0 0
weee-500-10-025-4 500 10 0.25 16.4859220981598 0.05 1 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0 0
weee-500-10-025-4 500 10 0.25 22.9105539321899 0.01 1 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0 0
weee-500-10-025-4 500 10 0.25 292.891681909561 0.001 1 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0 0
weee-500-10-050-4 500 10 0.5 20.3660728931427 0.05 1 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0 0
weee-500-10-050-4 500 10 0.5 19.4636771678925 0.01 1 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0 0
weee-500-10-050-4 500 10 0.5 193.497412919998 0.001 1 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0 0
weee-500-10-075-4 500 10 0.75 23.2168889045715 0.05 1 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0 0
weee-500-10-075-4 500 10 0.75 21.4680569171906 0.01 1 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0 0
weee-500-10-075-4 500 10 0.75 1939.92068481445 0.001 1 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0 0
weee-500-10-100-4 500 10 1 21.313716173172 0.05 1 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0.832045809856645 0 0
weee-500-10-100-4 500 10 1 288.80225777626 0.01 20 0.832045809856645 0.832045809856645 0.828933512412184 0.828933512412184 0.828933512412185 0 0
weee-500-10-100-4 500 10 1 3621.18390893936 0.001 30 0.832045809856645 0.832045809856645 0.827028871866031 0.827028871866031 NA 1 0
weee-500-12-025-4 500 12 0.25 18.290323972702 0.05 1 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0 0
weee-500-12-025-4 500 12 0.25 17.9461958408356 0.01 1 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0 0
weee-500-12-025-4 500 12 0.25 193.382902145386 0.001 1 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0 0
weee-500-12-050-4 500 12 0.5 17.9690811634064 0.05 1 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0 0
weee-500-12-050-4 500 12 0.5 18.3189251422882 0.01 1 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0 0
weee-500-12-050-4 500 12 0.5 1029.77123689651 0.001 1 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0 0
weee-500-12-075-4 500 12 0.75 19.4082078933716 0.05 1 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0 0
weee-500-12-075-4 500 12 0.75 20.5844497680664 0.01 1 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0.935825757392903 0 0
weee-500-12-075-4 500 12 0.75 3610.24505400658 0.001 1 0.935825757392903 0.935825757392903 0.93559441282 0.93559441282 NA 1 0
weee-500-12-100-4 500 12 1 3606.5110771656 0.05 3 0.935825757392903 0.935825757392903 0.935307280951025 0.935307280951025 NA 1 0
weee-500-12-100-4 500 12 1 3621.40036916733 0.01 37 0.935825757392903 0.935825757392903 0.930407140611034 0.930407140611034 NA 1 0
weee-500-12-100-4 500 12 1 3620.49403786659 0.001 33 0.935825757392903 0.935825757392903 0.931078904604759 0.931078904604759 NA 1 0
weee-500-8-025-4 500 8 0.25 13.541023015976 0.05 0 0.761408669835063 0.691833857006145 0.761408669835063 0.691833857006145 NA 0 0
weee-500-8-025-4 500 8 0.25 13.0007879734039 0.01 0 0.761408669835063 0.691833857006145 0.761408669835063 0.691833857006145 NA 0 0
weee-500-8-025-4 500 8 0.25 13.2661421298981 0.001 0 0.761408669835063 0.691833857006145 0.761408669835063 0.691833857006145 NA 0 0
weee-500-8-050-4 500 8 0.5 12.9115450382233 0.05 0 0.761408669835063 0.691833857006145 0.761408669835063 0.691833857006145 NA 0 0
weee-500-8-050-4 500 8 0.5 13.1441209316254 0.01 0 0.761408669835063 0.691833857006145 0.761408669835063 0.691833857006145 NA 0 0
weee-500-8-050-4 500 8 0.5 12.9720001220703 0.001 0 0.761408669835063 0.691833857006145 0.761408669835063 0.691833857006145 NA 0 0
weee-500-8-075-4 500 8 0.75 13.036651134491 0.05 0 0.761408669835063 0.691833857006145 0.761408669835063 0.691833857006145 NA 0 0
weee-500-8-075-4 500 8 0.75 12.9342839717865 0.01 0 0.761408669835063 0.691833857006145 0.761408669835063 0.691833857006145 NA 0 0
weee-500-8-075-4 500 8 0.75 13.1095778942108 0.001 0 0.761408669835063 0.691833857006145 0.761408669835063 0.691833857006145 NA 0 0
weee-500-8-100-4 500 8 1 12.9669580459595 0.05 0 0.761408669835063 0.691833857006145 0.761408669835063 0.691833857006145 NA 0 0
weee-500-8-100-4 500 8 1 12.9282598495483 0.01 0 0.761408669835063 0.691833857006145 0.761408669835063 0.691833857006145 NA 0 0
weee-500-8-100-4 500 8 1 13.0178570747375 0.001 0 0.761408669835063 0.691833857006145 0.761408669835063 0.691833857006145 NA 0 0
weee-600-10-025-4 600 10 0.25 18.4117200374603 0.05 1 0.727488514617242 0.727488514617242 0.727488514617242 0.727488514617242 0.727488514617242 0 0
weee-600-10-025-4 600 10 0.25 17.0888969898224 0.01 1 0.727488514617242 0.727488514617242 0.727488514617242 0.727488514617242 0.727488514617242 0 0
weee-600-10-025-4 600 10 0.25 43.7580800056458 0.001 1 0.727488514617242 0.727488514617242 0.727488514617242 0.727488514617242 0.727488514617242 0 0
weee-600-10-050-4 600 10 0.5 18.0533502101898 0.05 1 0.727488514617242 0.727488514617242 0.727488514617242 0.727488514617242 0.727488514617242 0 0
weee-600-10-050-4 600 10 0.5 19.5638909339905 0.01 1 0.727488514617242 0.727488514617242 0.727488514617242 0.727488514617242 0.727488514617242 0 0
weee-600-10-050-4 600 10 0.5 44.5931041240692 0.001 1 0.727488514617242 0.727488514617242 0.727488514617242 0.727488514617242 0.727488514617242 0 0
