            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau     time  umdpAlg     ubTime       ub     lb  p1  p2  p3    disp  dispReal  umdpTime  timeLastEC      ecTtb  ecIterTb  ecNumAlt   ecTime  ecInsertTime    ecNodes      lsTime  lsAltImpr  lsSteps  lsShifts  lsSwaps  ferIter  ferAvgColTime  ferMaxColTime
 study-2400-41-000-1         study  2400  41       60     0   2878741     1  0.001   none      umdp    1  1800.02       ec     2.4562       59     10   4   8   8      19        31   1796.37     256.891    18.7993        76        78  1796.34        1783.4   49138766    0.814273         67      976       826       72        0             NA              0
  weee-4000-65-100-7          weee  4000  65  7997904     1        97     1  0.001   none      umdp    1  1800.05       ec    36.9259  7997903  53542   4   8   8  281878   1.10871   1760.99     997.377     802.63       506       507  1760.92       1557.23   74956200     9.80403        405     5854      2951     2396        0             NA              0
 study-1600-29-000-9         study  1600  29       59     0   1279142     1  0.001   none      umdp    1  1800.01       ec   0.756753       58     12   4   8   8      19        31   1798.81     1793.28    6.72341        62        63  1798.79       1794.08   93019210    0.341839         57      657       542       52        0             NA              0
 weee-2800-47-100-10          weee  2800  47  3918581     1        20     1  0.001   none      umdp    1  1800.03       ec    10.8013  3918580  28124   4   8   8  114566   1.01032   1788.24     1779.76    20.2487        35        36   1788.2       1779.94  147851231     1.75191         35     2078      1701      341        0             NA              0
  weee-3600-59-050-7          weee  3600  59  6478147   0.5        54     1  0.001   none      umdp    1  1800.04       ec    26.2185  6478146  56089   4   8   8  203803   1.04908   1772.01     1727.67    72.3409       103       104  1771.96       1735.99  100003095     3.98164         98     2780      1617     1059        0             NA              0
  weee-2000-35-050-7          weee  2000  35  1998995   0.5         6     1  0.001   none      umdp    1  1800.01       ec    3.83279  1998994  21620   4   8   8   58792   1.01506   1795.74     1793.11    6.89382        17        18  1795.72        1793.6  212955920     0.50901         17      890       639      233        0             NA              0
  weee-2800-47-050-6          weee  2800  47  3918579   0.5        22     1  0.001   none      umdp    1  1800.02       ec    11.1472  3918578  42371   4   8   8  118788   1.02772   1787.82     1760.07    39.9334        70        71  1787.79       1773.12  116079272     1.75435         67     1760      1089      600        0             NA              0
  weee-2800-47-050-2          weee  2800  47  3918567   0.5        34     1  0.001   none      umdp    1  1800.02       ec    10.9656  3918566  17088   4   8   8  139429   1.11599   1788.12     463.441    1336.56       494       495  1788.09       1694.41  119730630     3.70565        359     3328      1386     1447        0             NA              0
 study-1600-29-010-3         study  1600  29       56   0.1   1279145     1  0.001   none      umdp    1  1800.01       ec   0.745882       55     10   4   8   8      17        31   1798.82     311.224    4.37568        37        42  1798.81       1795.63  103760489    0.285533         38      577       485       50        0             NA              0
 study-400-11-010-10         study   400  11       51   0.1     79750     1  0.001   none      umdp    1  87.5012       ec  0.0130779       50      7   4   8   8      15        31   87.4728     32.3486  0.0702808         9        18   87.472       87.4112   18399984   0.0111052         13      163       131       14        0             NA              0
  weee-1600-29-050-2          weee  1600  29  1279197   0.5         4     1  0.001   none      umdp    1  1800.01       ec    1.87503  1279196  10881   4   8   8   38706   1.02262   1797.89     1796.09    3.91317        24        25  1797.88       1796.12  242317829    0.344817         25      852       575      252        0             NA              0
 study-2400-41-010-4         study  2400  41       61   0.1   2878740     1  0.001   none      umdp    1  1800.02       ec    2.56617       60     13   4   8   8      19        31   1796.23     1776.17    23.8301        95        96   1796.2       1780.16   49341508    0.853875         80      960       811       53        0             NA              0
  study-400-11-010-1         study   400  11       56   0.1     79745     1  0.001   none      umdp    1  83.7182       ec  0.0151872       55     11   4   8   8      17        31   83.6851     28.2456  0.0833794        10        16  83.6842       83.6234   17220393   0.0127889         14      155       125       14        0             NA              0
  weee-1200-23-075-1          weee  1200  23   719399  0.75         2     1  0.001   none      umdp    1   559.74       ec    0.59574   719398   5883   4   8   8   18837  0.950634   559.009     278.164    1.49495        14        16  559.004       558.433   81227830   0.0991504         15      413       334       63        0             NA              0
  weee-4000-65-050-9          weee  4000  65  7997881   0.5       120     1  0.001   none      umdp    1  1800.04       ec     35.355  7997880  48767   4   8   8  276438   1.09796   1762.43     1216.83    583.189       462       463  1762.36       1578.53   75622303     8.60508        385     4927      2230     2234        0             NA              0
  weee-2400-41-100-2          weee  2400  41  2878782     1        19     1  0.001   none      umdp    1  1800.02       ec    6.54607  2878781   5802   4   8   8  100256   1.10696   1792.81     1645.98    154.027       311       312  1792.79       1748.59  149033413     2.35727        235     2684      1351     1021        0             NA              0
  weee-2000-35-050-2          weee  2000  35  1998992   0.5         9     1  0.001   none      umdp    1  1800.01       ec    3.62534  1998991   9158   4   8   8   63524   1.05406   1795.96     1770.96    29.0424        95        96  1795.94       1786.19  193608653    0.906998         73     1416       803      517        0             NA              0
 study-4000-65-010-2         study  4000  65       62   0.1   7997939     1  0.001   none      umdp    1  1800.06       ec    12.5562       61     15   4   8   8      20        31   1783.26     1464.33     97.753       145       147  1783.18       1713.94   23946136     3.00343        125     1826      1577      102        0             NA              0
 weee-4000-65-100-10          weee  4000  65  7997920     1        81     1  0.001   none      umdp    1  1800.06       ec    38.6367  7997919   6798   4   8   8  254412   1.05255   1759.24     1307.97    492.051       185       186  1759.16       1681.99   81768751     6.00817        170     4093      2676     1231        0             NA              0
